question_id	exam_number	question_order	group_id	group_position	group_size	is_case_study	context	question_text	image_files	answer_count	correct_answer_letter	data_quality
019f4116-c60b-7e31-90e8-27c220d3f171	1	12	019f4114-f74d-7373-ac04-0f6a75183026	4	4	true	Overview Belle's Bags is a rapidly growing online seller of handbags and purses, wallets, and accessories. Belle began making handbags as a hobby to sell at local art fairs. They were so popular, that she decided to become an entrepreneur and started selling through the internet. She has become so successful that she employs hundreds of people, including many working at the distribution center (DC) 24/7. Belle's sells to individuals and wholesale to a number of other retailers. Customers may be either individuals or businesses. An individual can also be a business. For example, Marisa Fortes might buy a purse for herself and a variety of product for her retail business. Most of the business customers are boutique retailers. Orders are placed online. There is no limit to the number of line items that can be placed on an order. An order really isn't an order unless at least one item has been ordered. Each line item is associated with a specific order. The Order system checks immediately to see if the item is in stock in the Inventory system. If in stock, the items on the order are reserved and immediately transmitted to the DC, where they are filled and shipped. If any of the items on the order are out of stock, that item is placed in a status of "Open." When the open item(s) is received in the DC, the Order system is updated immediately and the item is filled. The status of each item is updated along the way in a variety of systems, including the Order, Inventory, Accounting, Picking, and Shipping systems. When a customer inquires about the status of an order online, they must enter the order number and then the system checks the status of each order item on the order in each of the systems where it is stored. Once found, the system displays the status of the item. When the customer calls about the status of an order item, the CSR’s must check each system individually. From the CEO, Belle Bright: We're experiencing tremendous growing pains and our slow systems are not keeping up. We do care about customer service. The number of complaints has increased by about 10% over the last two years. Some of the comments on social media can be quite nasty. From the customer service supervisor, Dawn Murphy: Boy do we need new order processing software around here. We have a lot of customer complaints. For example, when customers would like to check their order status, it takes forever because the order system must request information from multiple systems, some of which are very slow. Sigh. From the VP of Finance, Oscar Coine: We need to create a link between our AP system and Invoicing. That must be our number one priority! We need to get into the 21st century. Let's get financial software like everyone else has. From the VP if Logistics, Peter Piquer: Although orders are sent to us immediately, we still have to manually create pick tickets to fill the order. These are actual pieces of paper. Do you believe that?! Getting everything online has to be our number one priority! We need to get into the 20th century. Let's get logistics software like everyone else has.	To help understand the requirements involving Orders as they interact with the Inventory, Accounting, Picking, and Shipping systems, which technique would help the business analyst during Requirements Analysis and Design Definition the most and why?		4	a	ok
019f4116-da36-7cd2-b8af-3143de357ab2	1	13	019f4116-da36-7cd2-b8af-3143de357ab2	1	1	false		Which of the following is a well-written requirement?		4	a	ok
019f4116-ee73-7340-9b2b-8714d907abde	1	14	019f4116-ee73-7340-9b2b-8714d907abde	1	1	false		What is the purpose of prioritizing requirements?		4	b	ok
019f4117-02c7-75e1-9b0c-7bbd7ec626af	1	15	019f4117-02c7-75e1-9b0c-7bbd7ec626af	1	1	false		Which of the following statements is accurate about the plan business analysis information management task?		4	b	ok
019f4117-1712-7980-b3dc-1a9e1cb64451	1	16	019f4117-1712-7980-b3dc-1a9e1cb64451	1	1	false		Requirements that don't meet quality standards have likely been evaluated in which task?		4	b	ok
019f4117-2b3b-7322-8f86-e83f07835b4e	1	17	019f4117-2b3b-7322-8f86-e83f07835b4e	1	1	false		The lead business analyst and her team have completed an event that ensured the requirements and designs specifications and models meet quality standards. They now want to ensure that the stakeholders' desired future state will be achieved. What question would the team be asking?		4	b	ok
019f4117-3f6f-7692-b561-13b2237ce72f	1	18	019f4117-3f6f-7692-b561-13b2237ce72f	1	4	true	Hourglass Consulting Hourglass Consulting places project management and business analysis consultants throughout Europe. It is headquartered in London and has built its reputation on providing project managers who know how to complete their projects on time and within budget. Recently they have hired business analysts (BAs) to their group of consultants. Sofsys. Hourglass was recently purchased by Sofsys, which is a global consulting firm based in Amsterdam, Netherlands. This new parent company expects every consultant to be "full-stack," that is, they are expected to be able to walk into any situation and work on any type of project (from Waterfall to Agile), to manage the project, to elicit and document requirements, to develop the requirements and user stories, to prioritize requirements, to be involved with the designs, to do quick SQL programs, to develop test cases, acceptance criteria, and to test the requirements all while bringing the project in on time. Bon Voyage. Your customer, Bon Voyage, specializes in supplying all manor of clothes and gear for travel, including such things clothes, handbags and suitcases, accessories, backpacks, etc. They are based in Paris, France and have been in business for over 50 years, employing 350 people. Bon Voyage hired Hourglass Consulting to create a new sales promotion system that interfaces with the Order system, the Distribution Center system, and the Retail Store system so that different items can be sold at different retail stores. The project is expected to have a consulting team a project manager, you, the BA, five application developers who look at such things the database conversion requirements, building "bridges" between the old and new software that will be removed once the new software is up and running, creating any user instructions not provided by the vendor, and running a parallel test between the old and new system to ensure the new system is operational before removing the old one. You and the key business stakeholder, Daniel Chardonne, will provide the training on the new system. There are no other business analysts or business stakeholders assigned. Key Roles The sponsor for the project, Albert Tournier, is the VP of Operations at Bon Voyage, who hired your consulting firm to manage this project. The key business stakeholder is Daniel Chardonne, is an experienced Buyer with the travel company. From the Sponsor, Albert Tournier We need to buy a software package. I've been talking to Logiciel de Voyage. They see no reason why we cannot get the new software up and running in 6 months. They said that they've done this hundreds of times before. If they have any questions, they can talk to Daniel. Let's just get going! From your new boss at Sofsys: We need to get the project done in 6 months. We have a lot to lose here. We've worked with Albert Tournier before and he says that if we don't deliver, he assures me that he will find someone who will. Revenues have not been great this year and we need this business. From the business stakeholder representative, Daniel Chardonne. Seems like a good project to me. I'm sure the software will work fine. Honestly, I don't have time right now for this project. I'm very busy. This is the season where we buy our new merchandise. I'll be more available in about three months. Until then we'll have to rely on the software company.	How are these requirements classified in the Requirements Classification Schema: converting the database, building "bridges" between the old and new software, creating user instructions, and running parallel tests? "		4	b	ok
019f4117-53be-7a31-a897-07cbcc8c7d1c	1	19	019f4117-3f6f-7692-b561-13b2237ce72f	2	4	true	Hourglass Consulting Hourglass Consulting places project management and business analysis consultants throughout Europe. It is headquartered in London and has built its reputation on providing project managers who know how to complete their projects on time and within budget. Recently they have hired business analysts (BAs) to their group of consultants. Sofsys. Hourglass was recently purchased by Sofsys, which is a global consulting firm based in Amsterdam, Netherlands. This new parent company expects every consultant to be "full-stack," that is, they are expected to be able to walk into any situation and work on any type of project (from Waterfall to Agile), to manage the project, to elicit and document requirements, to develop the requirements and user stories, to prioritize requirements, to be involved with the designs, to do quick SQL programs, to develop test cases, acceptance criteria, and to test the requirements all while bringing the project in on time. Bon Voyage. Your customer, Bon Voyage, specializes in supplying all manor of clothes and gear for travel, including such things clothes, handbags and suitcases, accessories, backpacks, etc. They are based in Paris, France and have been in business for over 50 years, employing 350 people. Bon Voyage hired Hourglass Consulting to create a new sales promotion system that interfaces with the Order system, the Distribution Center system, and the Retail Store system so that different items can be sold at different retail stores. The project is expected to have a consulting team a project manager, you, the BA, five application developers who look at such things the database conversion requirements, building "bridges" between the old and new software that will be removed once the new software is up and running, creating any user instructions not provided by the vendor, and running a parallel test between the old and new system to ensure the new system is operational before removing the old one. You and the key business stakeholder, Daniel Chardonne, will provide the training on the new system. There are no other business analysts or business stakeholders assigned. Key Roles The sponsor for the project, Albert Tournier, is the VP of Operations at Bon Voyage, who hired your consulting firm to manage this project. The key business stakeholder is Daniel Chardonne, is an experienced Buyer with the travel company. From the Sponsor, Albert Tournier We need to buy a software package. I've been talking to Logiciel de Voyage. They see no reason why we cannot get the new software up and running in 6 months. They said that they've done this hundreds of times before. If they have any questions, they can talk to Daniel. Let's just get going! From your new boss at Sofsys: We need to get the project done in 6 months. We have a lot to lose here. We've worked with Albert Tournier before and he says that if we don't deliver, he assures me that he will find someone who will. Revenues have not been great this year and we need this business. From the business stakeholder representative, Daniel Chardonne. Seems like a good project to me. I'm sure the software will work fine. Honestly, I don't have time right now for this project. I'm very busy. This is the season where we buy our new merchandise. I'll be more available in about three months. Until then we'll have to rely on the software company.	Which of the above risks are apt to prevent the project getting done on time and what would you do?		4	a	ok
019f4117-68c9-7763-83af-9a068b0590ec	1	20	019f4117-3f6f-7692-b561-13b2237ce72f	3	4	true	Hourglass Consulting Hourglass Consulting places project management and business analysis consultants throughout Europe. It is headquartered in London and has built its reputation on providing project managers who know how to complete their projects on time and within budget. Recently they have hired business analysts (BAs) to their group of consultants. Sofsys. Hourglass was recently purchased by Sofsys, which is a global consulting firm based in Amsterdam, Netherlands. This new parent company expects every consultant to be "full-stack," that is, they are expected to be able to walk into any situation and work on any type of project (from Waterfall to Agile), to manage the project, to elicit and document requirements, to develop the requirements and user stories, to prioritize requirements, to be involved with the designs, to do quick SQL programs, to develop test cases, acceptance criteria, and to test the requirements all while bringing the project in on time. Bon Voyage. Your customer, Bon Voyage, specializes in supplying all manor of clothes and gear for travel, including such things clothes, handbags and suitcases, accessories, backpacks, etc. They are based in Paris, France and have been in business for over 50 years, employing 350 people. Bon Voyage hired Hourglass Consulting to create a new sales promotion system that interfaces with the Order system, the Distribution Center system, and the Retail Store system so that different items can be sold at different retail stores. The project is expected to have a consulting team a project manager, you, the BA, five application developers who look at such things the database conversion requirements, building "bridges" between the old and new software that will be removed once the new software is up and running, creating any user instructions not provided by the vendor, and running a parallel test between the old and new system to ensure the new system is operational before removing the old one. You and the key business stakeholder, Daniel Chardonne, will provide the training on the new system. There are no other business analysts or business stakeholders assigned. Key Roles The sponsor for the project, Albert Tournier, is the VP of Operations at Bon Voyage, who hired your consulting firm to manage this project. The key business stakeholder is Daniel Chardonne, is an experienced Buyer with the travel company. From the Sponsor, Albert Tournier We need to buy a software package. I've been talking to Logiciel de Voyage. They see no reason why we cannot get the new software up and running in 6 months. They said that they've done this hundreds of times before. If they have any questions, they can talk to Daniel. Let's just get going! From your new boss at Sofsys: We need to get the project done in 6 months. We have a lot to lose here. We've worked with Albert Tournier before and he says that if we don't deliver, he assures me that he will find someone who will. Revenues have not been great this year and we need this business. From the business stakeholder representative, Daniel Chardonne. Seems like a good project to me. I'm sure the software will work fine. Honestly, I don't have time right now for this project. I'm very busy. This is the season where we buy our new merchandise. I'll be more available in about three months. Until then we'll have to rely on the software company.	You know that having the business stakeholder Daniel Chardonne available to represent stakeholders on the project is key to its success. You have talked to Daniel and he said that the project is not as important to him as getting his daily work done. How might you get his buy-in?		4	d	ok
019f4117-7d37-76e0-83ae-d5762c57cb2b	1	21	019f4117-3f6f-7692-b561-13b2237ce72f	4	4	true	Hourglass Consulting Hourglass Consulting places project management and business analysis consultants throughout Europe. It is headquartered in London and has built its reputation on providing project managers who know how to complete their projects on time and within budget. Recently they have hired business analysts (BAs) to their group of consultants. Sofsys. Hourglass was recently purchased by Sofsys, which is a global consulting firm based in Amsterdam, Netherlands. This new parent company expects every consultant to be "full-stack," that is, they are expected to be able to walk into any situation and work on any type of project (from Waterfall to Agile), to manage the project, to elicit and document requirements, to develop the requirements and user stories, to prioritize requirements, to be involved with the designs, to do quick SQL programs, to develop test cases, acceptance criteria, and to test the requirements all while bringing the project in on time. Bon Voyage. Your customer, Bon Voyage, specializes in supplying all manor of clothes and gear for travel, including such things clothes, handbags and suitcases, accessories, backpacks, etc. They are based in Paris, France and have been in business for over 50 years, employing 350 people. Bon Voyage hired Hourglass Consulting to create a new sales promotion system that interfaces with the Order system, the Distribution Center system, and the Retail Store system so that different items can be sold at different retail stores. The project is expected to have a consulting team a project manager, you, the BA, five application developers who look at such things the database conversion requirements, building "bridges" between the old and new software that will be removed once the new software is up and running, creating any user instructions not provided by the vendor, and running a parallel test between the old and new system to ensure the new system is operational before removing the old one. You and the key business stakeholder, Daniel Chardonne, will provide the training on the new system. There are no other business analysts or business stakeholders assigned. Key Roles The sponsor for the project, Albert Tournier, is the VP of Operations at Bon Voyage, who hired your consulting firm to manage this project. The key business stakeholder is Daniel Chardonne, is an experienced Buyer with the travel company. From the Sponsor, Albert Tournier We need to buy a software package. I've been talking to Logiciel de Voyage. They see no reason why we cannot get the new software up and running in 6 months. They said that they've done this hundreds of times before. If they have any questions, they can talk to Daniel. Let's just get going! From your new boss at Sofsys: We need to get the project done in 6 months. We have a lot to lose here. We've worked with Albert Tournier before and he says that if we don't deliver, he assures me that he will find someone who will. Revenues have not been great this year and we need this business. From the business stakeholder representative, Daniel Chardonne. Seems like a good project to me. I'm sure the software will work fine. Honestly, I don't have time right now for this project. I'm very busy. This is the season where we buy our new merchandise. I'll be more available in about three months. Until then we'll have to rely on the software company.	How would you describe the business need of and the proposed solution for this project?		4	d	ok
019f4117-91aa-71b1-bbf6-e8834a282dba	1	22	019f4117-91aa-71b1-bbf6-e8834a282dba	1	1	false		When considering changes or additions to existing requirements\\, business analysts assess the impact of the proposed change by considering several aspects\\, among them being what will be gained by accepting the change. What aspect is this?		4	b	ok
019f4117-a5ff-71f1-b1ee-8c9ff2e05876	1	23	019f4117-a5ff-71f1-b1ee-8c9ff2e05876	1	1	false		Perry is generating ideas on new ways to increase sales in the coming quarter. However\\, he finds it difficult to share his unstructured thoughts with the project team. What technique would be helpful in articulating his ideas?		4	c	ok
019f4117-ba9a-7571-94ea-fef5b803ec8b	1	24	019f4117-ba9a-7571-94ea-fef5b803ec8b	1	1	false		What are all the inputs to the define requirements architecture task?		4	d	ok
019f4117-cf68-74c1-b447-ac00e43dcaf0	1	25	019f4117-cf68-74c1-b447-ac00e43dcaf0	1	1	false		You have been assigned to specify requirements as a brief statement about what people do or need to do when using the solution. Which one of the following criteria is NOT part of your activity?		4	d	ok
019f4117-e47c-7153-b210-7b590fa49b34	1	26	019f4117-e47c-7153-b210-7b590fa49b34	1	1	false		Kelsie is evaluating an organization against its competitors in support of a new initiative. What tool could Kelsie use to facilitate the evaluation?		1	b	missing_distractors
019f4119-6692-7870-870d-6c3e7360951f	1	27	019f4119-6692-7870-870d-6c3e7360951f	1	2	true	A BA assigned to a project to develop a new Order Entry system has discovered various rules and requirements related to the data. The rules are recorded in the following Entity-Relationship Diagram. [HÌNH ẢNH: img_f17ee560aa2c046c.png]	The diagram indicates which of the following business rules:	img_f17ee560aa2c046c.png	4	b	ok
019f4119-7ace-7dc1-8173-3e45ac30a8a4	1	28	019f4119-6692-7870-870d-6c3e7360951f	2	2	true	A BA assigned to a project to develop a new Order Entry system has discovered various rules and requirements related to the data. The rules are recorded in the following Entity-Relationship Diagram. [HÌNH ẢNH: img_f17ee560aa2c046c.png]	A senior buyer who is one of the domain SMEs on the project is interested in knowing about product purchases by customer. Which of the following statements is the most correct?	img_f17ee560aa2c046c.png	4	b	ok
019f4119-8f68-7442-92da-2b31aeb3fd11	1	29	019f4119-8f68-7442-92da-2b31aeb3fd11	1	1	false		During the requirements elicitation phase of a project\\, the BA is hearing different requirements for various employee designations such as job candidates\\, new hires\\, employee\\, and retirees. Which technique can the analyst utilize to provide clarity and understanding?		4	d	ok
019f4119-a3af-7bc2-9588-c1c796c1bb73	1	30	019f4119-a3af-7bc2-9588-c1c796c1bb73	1	1	false		Gary is a business analyst for his organization and he's discovering that the technicians\\, information technology specialist\\, customer\\, and other stakeholders use many acronyms and terms that hold different meanings for different stakeholders. For consistency sake\\, what tool can Gary use to ensure proper communication during his planned elicitation activities?		4	a	ok
019f4119-b85e-7cc2-b169-bb233b0049b9	1	31	019f4119-b85e-7cc2-b169-bb233b0049b9	1	1	false		You are in the initial phase of a project and the project manager has not been assigned. You have been asked to provide a quantitative assessment of the likely costs for resources required for the project. Which of the following techniques would be BEST to use?		4	b	ok
019f411b-85df-7892-b870-55823edd43c4	1	32	019f411b-85df-7892-b870-55823edd43c4	1	1	false		The lead business analyst planned an event to analyze the potential value for each design option and recommend a solution. What inputs will be needed to accomplish this task?		4	a	ok
019f411b-d692-78e3-8ec3-1eb53320c98f	1	33	019f411b-d692-78e3-8ec3-1eb53320c98f	1	1	false		Which technique below is used to produce numerous new ideas\\, and to derive from them themes for further analysis?		4	a	ok
019f411b-ead4-7750-989e-0d19ba964f15	1	34	019f411b-ead4-7750-989e-0d19ba964f15	1	2	true	As part of an initial strategy exercise, a business analyst was required to come up with a method to capture how an enterprise creates, delivers, and captures value for and from its customers.	Which technique would provide the required information?		4	c	ok
019f411b-ff31-72c0-aa8b-f5e538215b61	1	35	019f411b-ead4-7750-989e-0d19ba964f15	2	2	true	As part of an initial strategy exercise, a business analyst was required to come up with a method to capture how an enterprise creates, delivers, and captures value for and from its customers.	As a result of the outcome of an initial strategy exercise, the BA was challenged by the client in identifying the best way to attract and retain customers. Which aspect of the business model canvas could the BA leverage in order to present a viable solution to the response of the client?		4	d	ok
019f411c-1388-7860-bc7c-cdef9919b932	1	36	019f411c-1388-7860-bc7c-cdef9919b932	1	1	false		While analyzing elicitation results and creating representations of those results\\, which set of activities will a business analyst typically be engaged in?		4	c	ok
019f411c-2841-79f2-9e17-efa4b73b4da3	1	37	019f411c-2841-79f2-9e17-efa4b73b4da3	1	1	false		A senior business analyst was providing advice to a new business analyst and recommended using a matrix for their requirements modeling format. What is the purpose of this type of format?		4	b	ok
019f411c-3c88-7643-9755-010e396e93ea	1	38	019f411c-3c88-7643-9755-010e396e93ea	1	1	false		Akira is closely managing particular stakeholders who can impose their own requirements for how business analysis information should be managed during the governance process. Which stakeholders are they?		4	b	ok
019f411c-50c1-77f1-9329-76cbfee50ec2	1	39	019f411c-50c1-77f1-9329-76cbfee50ec2	1	1	false		A ______________ is a means of eliciting information from many people\\, anonymously\\, in a relatively short period of time. The close-ended type of this technique is helpful in gathering ___________ data for statistical analysis.		4	d	ok
019f411c-651d-7cc0-804c-004782a5410c	1	40	019f411c-651d-7cc0-804c-004782a5410c	1	1	false		Sheela has been working on a project to upgrade a cross-border money transfer system due to new regulations. For this project\\, Sheela will need to collaborate with a number of government officials to understand the relevant parts of the new regulation\\, its scope\\, any exceptions\\, penalty limits for non-compliance and other relevant information in the given context. Which of the following is not an activity that would help to prepare government stakeholders for the requirements elicitation session?		4	c	ok
019f411c-79fb-70c2-841c-a10e860f7c67	1	41	019f411c-79fb-70c2-841c-a10e860f7c67	1	2	true	The performance report for an in-house developed solution has shown for the past year that the application is outperforming its targets in every category. The defined KPIs set the performance bar pretty high.	What's the likely cause for "over" performance?		4	c	ok
019f411c-8e29-7fe1-8181-1bb5e6e0df90	1	42	019f411c-79fb-70c2-841c-a10e860f7c67	2	2	true	The performance report for an in-house developed solution has shown for the past year that the application is outperforming its targets in every category. The defined KPIs set the performance bar pretty high.	Given this scenario, what is the best course of action for the BA?		1	a	missing_distractors
019f411f-3778-7033-adba-65f3389f82bb	1	43	019f411f-3778-7033-adba-65f3389f82bb	1	1	false		Sandy has been hired as the lead business analyst in an ongoing project. The outgoing lead handed her a set of requirements for the initiative that were already documented and modeled. What task might Sandy do next?		4	c	distractors_recovered
019f411f-73d6-7bd3-bc0e-95428209c941	1	44	019f411f-73d6-7bd3-bc0e-95428209c941	1	1	false		What is the primary difference between requirements and designs?		4	c	ok
019f411f-8833-7780-8655-1c4753f66af7	1	45	019f411f-8833-7780-8655-1c4753f66af7	1	1	false		Hae Lin is ensuring that the requirements and designs have been defined correctly and provide the necessary information for further work that will be performed. What task is Hae Lin doing?		4	b	ok
019f411f-9ca3-7640-8080-03b265f74f2f	1	46	019f411f-9ca3-7640-8080-03b265f74f2f	1	1	false		Susan is done with defining the solution approach\\, identifying opportunities to improve the business\\, allocating requirements across solution components\\, and representing design options that achieve the desired future state. Which one of the following activities may be a likely next step?		4	d	ok
